"title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5","imdb_url","rt_url"
"The Interview","Feature Film","Comedy",112,"R","Sony Pictures",2014,12,25,2015,2,17,6.6,235529,"Rotten",51,"Spilled",48,"no","no","no","no","no","no","Seth Rogen","James Franco","Seth Rogen","Lizzy Caplan","Randall Park","Diana Bang","http://www.imdb.com/title/tt2788710/","//www.rottentomatoes.com/m/the_interview_2014/"
"Let the Right One In","Feature Film","Drama",115,"R","Magnet/Magnolia Pictures",2008,1,26,2009,3,10,8,168032,"Certified Fresh",98,"Upright",90,"no","no","no","no","no","no","Tomas Alfredson","Kare Hedebrant","Lina Leandersson","Per Ragnar","Henrik Dahl","Karin Bergquist","http://www.imdb.com/title/tt1139797/","//www.rottentomatoes.com/m/let_the_right_one_in/"
"Volcano","Feature Film","Drama",104,"PG-13","Twentieth Century Fox Home Entertainment",1997,4,25,2001,12,18,5.4,56329,"Rotten",44,"Spilled",31,"no","no","no","no","no","no","Mick Jackson","Tommy Lee Jones","Anne Heche","Don Cheadle","Jacqueline Kim","Keith David","http://www.imdb.com/title/tt0120461/","//www.rottentomatoes.com/m/1076267-volcano/"
"Nostalgia for the Light","Documentary","Documentary",90,"Unrated","Icarus Films",2011,3,18,2011,9,13,7.6,2849,"Certified Fresh",100,"Upright",84,"no","no","no","no","no","no","Patricio Guzman","Gaspar Galaz","Lautaro Nunez de Arco","Luis Henriquez","Miguel Lawner","Victor Gonzalez","http://www.imdb.com/title/tt1556190/","//www.rottentomatoes.com/m/nostalgia_for_the_light/"
"Where the Heart Is","Feature Film","Drama",120,"PG-13","Twentieth Century Fox Home Entertainment",2000,4,28,2000,9,26,6.8,26360,"Rotten",35,"Upright",77,"no","no","no","yes","no","no","Matt Williams","Natalie Portman","Ashley Judd","Sally Field","Stockard Channing","Joan Cusack","http://www.imdb.com/title/tt0198021/","//www.rottentomatoes.com/m/1096832-where_the_heart_is/"
"The Cake Eaters","Feature Film","Art House & International",86,"R","7-57 Releasing",2007,4,29,2009,3,24,6.5,5762,"Fresh",64,"Spilled",48,"no","no","no","no","no","no","Mary Stuart Masterson","Aaron Stanford","Bruce Dern","Jesse L. Martin","Kristen Stewart","Jayce Bartok","http://www.imdb.com/title/tt0418586/","//www.rottentomatoes.com/m/the-cake-eaters/"
"The Darwin Awards","Feature Film","Drama",94,"R","Blumhouse",2006,7,5,2007,7,31,5.9,8521,"Rotten",25,"Spilled",45,"no","no","no","no","no","no","Finn Taylor","Joseph Fiennes","Winona Ryder","Chris Penn","Wilmer Valderrama","Tim Blake Nelson","http://www.imdb.com/title/tt0428446/","//www.rottentomatoes.com/m/darwin_awards/"
"Kick-Ass 2","Feature Film","Action & Adventure",103,"R","Universal Pictures",2013,8,16,2013,12,17,6.6,191935,"Rotten",30,"Spilled",58,"no","no","no","no","no","no","Jeff Wadlow","Aaron Taylor-Johnson","Christopher Mintz-Plasse","Chloe Grace Moretz","John Leguizamo","Donald Faison","http://www.imdb.com/title/tt1650554/","//www.rottentomatoes.com/m/kick_ass_2_2013/"
"Hotel Terminus: The Life and Times of Klaus Barbie","Documentary","Documentary",267,"Unrated","SnagFilms",1988,11,1,2010,10,26,7.8,872,"Fresh",100,"Upright",73,"no","no","no","no","no","no","Marcel Ophuls","Claude Lanzmann","Jeanne Moreau","Johannes Schneider-Merck","Klaus Barbie","Marcel Cruat","http://www.imdb.com/title/tt0095341/","//www.rottentomatoes.com/m/hotel_terminus_the_life_and_times_of_klaus_barbie/"
"Jade","Feature Film","Drama",95,"R","Paramount",1995,10,13,1999,2,16,5.1,8999,"Rotten",14,"Spilled",27,"no","no","no","no","yes","no","William Friedkin","David Caruso","Linda Fiorentino","Chazz Palminteri","Michael Biehn","Richard Crenna","http://www.imdb.com/title/tt0113451/","//www.rottentomatoes.com/m/jade/"
"Lethal Weapon","Feature Film","Drama",110,"R","Warner Bros. Pictures",1987,3,6,2000,6,6,7.6,184656,"Certified Fresh",84,"Upright",85,"no","no","no","no","no","no","Richard Donner","Mel Gibson","Danny Glover","Gary Busey","Darlene Love","Mitchell Ryan","http://www.imdb.com/title/tt0093409/","//www.rottentomatoes.com/m/lethal_weapon/"
"Closet Land","Feature Film","Mystery & Suspense",89,"R","Media Home Entertainment",1991,3,6,1991,9,12,7.2,2098,"Rotten",44,"Upright",86,"no","no","no","no","no","no","Radha Bharadwaj","Madeleine Stowe","Alan Rickman",NA,NA,NA,"http://www.imdb.com/title/tt0101597/","//www.rottentomatoes.com/m/closet_land/"
"Cast Away","Feature Film","Drama",143,"PG-13","20th Century Fox",2000,12,22,2001,6,12,7.7,375820,"Certified Fresh",90,"Upright",83,"no","no","yes","yes","yes","yes","Robert Zemeckis","Tom Hanks","Helen Hunt","Nick Searcy","Chris Noth","Lari White","http://www.imdb.com/title/tt0162222/","//www.rottentomatoes.com/m/cast_away/"
"Crocodile Dundee in Los Angeles","Feature Film","Action & Adventure",92,"PG","Paramount",2001,4,20,2001,9,18,4.8,19187,"Rotten",11,"Spilled",25,"no","no","no","no","no","no","Simon Wincer","Paul Hogan","Linda Kozlowski","Jere Burns","Alec Wilson","Gerry Skilton","http://www.imdb.com/title/tt0231402/","//www.rottentomatoes.com/m/crocodile_dundee_in_los_angeles/"
"Motorama","Feature Film","Drama",90,"R","Sony Pictures Home Entertainment",1992,3,28,2001,12,18,6.4,1406,"Fresh",60,"Upright",61,"no","no","no","no","no","no","Barry Shils","Jordan Christopher Michael","Sandy Baron","Mary Woronov","Meat Loaf","Drew Barrymore","http://www.imdb.com/title/tt0104922/","//www.rottentomatoes.com/m/motorama/"
"Lost and Delirious","Feature Film","Drama",103,"R","Lions Gate Releasing",2001,7,20,2001,12,11,7,16755,"Rotten",51,"Upright",78,"no","no","no","no","no","no","Lea Pool","Piper Perabo","Jessica Pare","Mischa Barton","Jackie Burroughs","Eleanor Bannet","http://www.imdb.com/title/tt0245238/","//www.rottentomatoes.com/m/lost_and_delirious/"
"Antiviral","Feature Film","Drama",108,"Unrated","IFC",2013,4,12,2013,8,6,5.6,9003,"Fresh",64,"Spilled",40,"no","no","no","no","no","no","Brandon Cronenberg","Caleb Landry Jones","Sarah Gadon","Douglas Smith","Joe Pingue","Malcolm McDowell","http://www.imdb.com/title/tt2099556/","//www.rottentomatoes.com/m/antiviral/"
"Class Action","Feature Film","Mystery & Suspense",110,"R","Twentieth Century Fox Home Entertainment",1991,3,15,2005,2,1,6.3,5014,"Fresh",75,"Spilled",51,"no","no","yes","no","no","no","Michael Apted","Gene Hackman","Mary Elizabeth Mastrantonio","Colin Friels","Joanna Merlin","Laurence Fishburne","http://www.imdb.com/title/tt0101590/","//www.rottentomatoes.com/m/1034008-class_action/"
"The Pit and the Pendulum","Feature Film","Horror",97,"R","MGM",1991,6,27,2000,3,14,6.1,2818,"Rotten",56,"Spilled",40,"no","no","no","no","no","no","Stuart Gordon","Lance Henriksen","Rona De Ricci","Jonathan Fuller","Frances Bay","Jeffrey Combs","http://www.imdb.com/title/tt0100369/","//www.rottentomatoes.com/m/1031984-pit_and_the_pendulum/"
"Man on Wire","Documentary","Documentary",94,"PG-13","Magnolia Pictures",2008,1,22,2008,12,9,7.9,38076,"Certified Fresh",100,"Upright",87,"no","no","no","no","no","no","James Marsh","Philippe Petit","Alan Welner","Annie Allix","Jim Moore","Jean Francois Heckel","http://www.imdb.com/title/tt1155592/","//www.rottentomatoes.com/m/man_on_wire/"
"Madagascar: Escape 2 Africa","Feature Film","Action & Adventure",89,"PG","Paramount Studios",2008,11,7,2009,2,6,6.7,137405,"Fresh",64,"Upright",66,"no","no","no","no","no","no","Tom McGrath","Ben Stiller","Chris Rock","David Schwimmer","Jada Pinkett Smith","Sacha Baron Cohen","http://www.imdb.com/title/tt0479952/","//www.rottentomatoes.com/m/madagascar_escape_2_africa/"
"Failure to Launch","Feature Film","Drama",97,"PG-13","Paramount Pictures",2006,3,10,2006,6,27,5.6,56361,"Rotten",24,"Spilled",52,"no","no","yes","no","no","no","Tom Dey","Matthew McConaughey","Sarah Jessica Parker","Zooey Deschanel","Justin Bartha","Bradley Cooper","http://www.imdb.com/title/tt0427229/","//www.rottentomatoes.com/m/failure_to_launch/"
"London to Brighton","Feature Film","Mystery & Suspense",85,"R","Outsider Films",2008,2,8,2005,3,15,7,7244,"Fresh",67,"Upright",75,"no","no","no","no","no","no","Paul Andrew Williams","Lorraine Stanley","Georgia Groome","Johnny Harris","Nathan Constance","Sam Spruell","http://www.imdb.com/title/tt0490166/","//www.rottentomatoes.com/m/london_to_brighton/"
"A Stranger Among Us","Feature Film","Drama",110,"PG-13","Buena Vista Pictures",1992,1,1,2003,6,3,5.7,2701,"Rotten",23,"Spilled",40,"no","no","no","no","no","no","Sidney Lumet","Melanie Griffith","Eric Thal","John Pankow","Tracy Pollan","Lee Richardson","http://www.imdb.com/title/tt0105483/","//www.rottentomatoes.com/m/stranger_among_us/"
"Van Wilder: The Rise of Taj (Van Wilder 2)","Feature Film","Comedy",97,"R","MGM",2006,12,1,2007,3,27,4.8,18712,"Rotten",7,"Spilled",38,"no","no","no","no","no","no","Mort Nathan","Kal Penn","Lauren Cohan","Dan Percival","Daniel Percival","Glen Barry","http://www.imdb.com/title/tt0480271/","//www.rottentomatoes.com/m/van_wilder_2/"
"The Human Stain","Feature Film","Mystery & Suspense",106,"R","Miramax Films",2003,10,21,2004,7,20,6.3,25054,"Rotten",43,"Spilled",49,"no","no","yes","yes","yes","no","Robert Benton","Anthony Hopkins","Nicole Kidman","Ed Harris","Gary Sinise","Wentworth Miller","http://www.imdb.com/title/tt0308383/","//www.rottentomatoes.com/m/human_stain/"
"Woo","Feature Film","Comedy",84,"R","New Line Home Entertainment",1998,5,8,2004,1,13,3.8,1510,"Rotten",10,"Upright",63,"no","no","no","no","no","no","Tommy Davidson","Jada Pinkett Smith","Tommy Davidson","Girlina","Dave Chappelle","Paula Jai Parker","http://www.imdb.com/title/tt0120531/","//www.rottentomatoes.com/m/woo/"
"The Black Stallion","Feature Film","Action & Adventure",118,"G","Twentieth Century Fox Home Entertainment",1979,10,17,1997,9,10,7.4,8544,"Fresh",88,"Upright",83,"no","no","no","no","no","no","Carroll Ballard","Kelly Reno","Mickey Rooney","Teri Garr","Clarence Muse","Hoyt Axton","http://www.imdb.com/title/tt0078872/","//www.rottentomatoes.com/m/black_stallion/"
"Savior","Feature Film","Drama",103,"R","Sony Pictures Home Entertainment",1998,11,20,1999,4,20,7.3,8561,"Rotten",56,"Upright",81,"no","no","no","no","no","no","Predrag Antonijevic","Dennis Quaid","Nastassja Kinski","Natasa Ninkovic","Sergej Trifunovic","Nebojsa Glogovac","http://www.imdb.com/title/tt0120070/","//www.rottentomatoes.com/m/savior/"
"Project X","Feature Film","Drama",88,"R","Warner Bros. Pictures",2012,3,2,2012,6,19,6.7,151934,"Rotten",28,"Upright",61,"no","no","no","no","no","no","Jonathan Kaplan","Thomas Mann","Oliver Cooper","Dax Flame","Kirby Bliss Blanton","Jonathan Brown","http://www.imdb.com/title/tt1636826/","//www.rottentomatoes.com/m/project_x_2011/"
"Bottle Rocket","Feature Film","Drama",91,"R","Columbia Pictures",1996,2,23,1998,12,22,7.1,52449,"Certified Fresh",85,"Upright",80,"no","no","no","no","no","no","Wes Anderson","Owen Wilson","Luke Wilson","Robert Musgrave","Ned Dowd","James Caan","http://www.imdb.com/title/tt0115734/","//www.rottentomatoes.com/m/bottle_rocket/"
"At First Sight","Feature Film","Drama",128,"PG-13","MGM",1999,1,15,1999,4,27,5.9,11001,"Rotten",32,"Spilled",46,"no","no","no","no","no","no","Irwin Winkler","Val Kilmer","Mira Sorvino","Kelly McGillis","Steven Weber","Bruce Davison","http://www.imdb.com/title/tt0132512/","//www.rottentomatoes.com/m/1084607-at_first_sight/"
"Session 9","Feature Film","Drama",100,"R","USA Films",2001,8,10,2002,2,26,6.5,42613,"Fresh",63,"Upright",64,"no","no","no","no","no","no","Brad Anderson","David Caruso","Stephen Gevedon","Paul Guilfoyle","Josh Lucas","Peter Mullan","http://www.imdb.com/title/tt0261983/","//www.rottentomatoes.com/m/session_9/"
"Liz & Dick","TV Movie","Drama",88,"Unrated","E1 Entertainment",2012,1,1,2013,5,14,4.1,3505,"Rotten",33,"Spilled",19,"no","no","no","no","no","no","Lloyd Kramer","Lindsay Lohan","Grant  Bowler","Theresa Russell","David Hunt","Bruce Nozick","http://www.imdb.com/title/tt2375255/","//www.rottentomatoes.com/m/liz_and_dick/"
"The Devil's Rejects","Feature Film","Horror",107,"R","Lions Gate Films",2005,7,22,2005,11,7,6.9,74294,"Rotten",53,"Upright",78,"no","no","no","no","no","no","Rob Zombie","Sid Haig","Bill Moseley","William Forsythe","Ken Foree","Matthew McGrory","http://www.imdb.com/title/tt0395584/","//www.rottentomatoes.com/m/devils_rejects/"
"Surviving Progress","Documentary","Documentary",86,"G","First Run Features",2012,4,6,2012,9,25,7.5,1480,"Fresh",75,"Upright",80,"no","no","no","no","no","no","Mathieu Roy","Enio Beata","Colin Beavan","Jane Goodall","Margaret Atwood","Robert Wright","http://www.imdb.com/title/tt1462014/","//www.rottentomatoes.com/m/surviving_progress_2011/"
"The Squeeze","Feature Film","Action & Adventure",101,"PG-13","HBO Video",1987,7,10,NA,NA,NA,4.5,703,"Rotten",17,"Spilled",33,"no","no","no","no","no","no","Roger Young","Michael Keaton","Rae Dawn Chong","Meat Loaf","John Davidson","Ric Abernathy","http://www.imdb.com/title/tt0094021/","//www.rottentomatoes.com/m/1019743-squeeze/"
"Kindergarten Cop","Feature Film","Action & Adventure",111,"PG-13","MCA Universal Home Video",1990,12,21,1998,1,20,6,103789,"Rotten",51,"Spilled",51,"no","no","no","no","no","no","Ivan Reitman","Arnold Schwarzenegger","Penelope Ann Miller","Pamela Reed","Linda Hunt","Richard Tyson","http://www.imdb.com/title/tt0099938/","//www.rottentomatoes.com/m/kindergarten_cop/"
"In the Loop","Feature Film","Art House & International",106,"Unrated","IFC",2009,7,24,2010,1,12,7.5,42842,"Certified Fresh",94,"Upright",81,"no","no","no","no","no","no","Armando Iannucci","Tom Hollander","Peter Capaldi","James Gandolfini","Gina McKee","Anna Chlumsky","http://www.imdb.com/title/tt1226774/","//www.rottentomatoes.com/m/in_the_loop/"
"Cypher","Feature Film","Action & Adventure",95,"R","Miramax",2002,10,7,2005,8,2,6.8,26731,"Rotten",58,"Upright",65,"no","no","no","no","no","no","Vincenzo Natali","Jeremy Northam","Lucy Liu","Nigel Bennett","Timothy Webber","David Hewlett","http://www.imdb.com/title/tt0284978/","//www.rottentomatoes.com/m/cypher/"
"Love and Death","Feature Film","Drama",85,"PG","United Artists",1975,6,10,2000,7,5,7.8,26628,"Fresh",100,"Upright",90,"no","no","no","yes","yes","no","Woody Allen","Woody Allen","Diane Keaton","Harold Gould","Despo Diamantidou","Edmond Ardisson","http://www.imdb.com/title/tt0073312/","//www.rottentomatoes.com/m/love_and_death/"
"Happy Gilmore","Feature Film","Comedy",92,"PG-13","MCA Universal Home Video",1996,2,16,1998,2,24,7,149437,"Fresh",60,"Upright",85,"no","no","no","no","no","no","Dennis Dugan","Adam Sandler","Christopher McDonald","Julie Bowen","Frances Bay","Carl Weathers","http://www.imdb.com/title/tt0116483/","//www.rottentomatoes.com/m/happy_gilmore/"
"Catch a Fire","Feature Film","Drama",101,"PG-13","Focus Features",2006,10,27,2007,1,30,6.7,9291,"Certified Fresh",76,"Upright",71,"no","no","no","no","no","no","Phillip Noyce","Tim Robbins","Derek Luke","Bonnie Henna","Mncedisi Shabangu","Tumisho K. Masha","http://www.imdb.com/title/tt0437232/","//www.rottentomatoes.com/m/catch_a_fire/"
"Run Lola Run","Feature Film","Drama",81,"R","Sony Pictures Classics",1999,6,18,1999,12,21,7.8,157701,"Certified Fresh",93,"Upright",90,"no","no","no","no","no","no","Tom Tykwer","Franka Potente","Moritz Bleibtreu","Herbert Knaup","Nina Petri","Armin Rohde","http://www.imdb.com/title/tt0130827/","//www.rottentomatoes.com/m/run_lola_run/"
"Funny Farm","Feature Film","Comedy",101,"PG","Warner Home Video",1988,6,3,1999,5,18,6.1,14901,"Fresh",67,"Spilled",50,"no","no","no","no","yes","no","George Roy Hill","Chevy Chase","Madolyn Smith Osborne","Kevin O'Morrison","Joseph Maher","Jack Gilpin","http://www.imdb.com/title/tt0095188/","//www.rottentomatoes.com/m/1007990-funny_farm/"
"Winter Kills","Feature Film","Mystery & Suspense",97,"R","AVCO Embassy Pictures",1977,1,1,2003,3,18,6.4,1361,"Fresh",86,"Spilled",51,"no","no","yes","no","no","no","William Richert","Jeff Bridges","John Huston","Anthony Perkins","Eli Wallach","Sterling Hayden","http://www.imdb.com/title/tt0080139/","//www.rottentomatoes.com/m/winter-kills/"
"Waking Life","Feature Film","Drama",99,"R","Fox Searchlight",2001,1,19,2002,5,7,7.8,47065,"Certified Fresh",80,"Upright",87,"no","no","no","no","no","no","Richard Linklater","Lorelei Linklater","Trevor Jack Brooks","Glover Gill","Timothy 'Speed' Levitch","Laura Hicks","http://www.imdb.com/title/tt0243017/","//www.rottentomatoes.com/m/waking_life/"
"An Ideal Husband","Feature Film","Comedy",97,"PG-13","Miramax Films",1999,6,18,2000,1,18,6.9,12606,"Certified Fresh",85,"Upright",69,"no","no","no","yes","no","no","Oliver Parker","Rupert Everett","Julianne Moore","Jeremy Northam","Cate Blanchett","Minnie Driver","http://www.imdb.com/title/tt0122541/","//www.rottentomatoes.com/m/1091577-ideal_husband/"
"Being John Malkovich","Feature Film","Drama",112,"R","Gramercy Pictures",1999,10,29,2000,5,2,7.8,246587,"Certified Fresh",93,"Upright",87,"no","no","no","no","no","no","Spike Jonze","John Cusack","Cameron Diaz","Catherine Keener","John Malkovich","Orson Bean","http://www.imdb.com/title/tt0120601/","//www.rottentomatoes.com/m/being_john_malkovich/"
"Secondhand Lions","Feature Film","Drama",111,"PG","New Line Cinema",2003,9,19,2004,2,3,7.6,42208,"Rotten",59,"Upright",84,"no","no","yes","no","no","no","Tim McCanlies","Michael Caine","Robert Duvall","Haley Joel Osment","Kyra Sedgwick","Nicky Katt","http://www.imdb.com/title/tt0327137/","//www.rottentomatoes.com/m/secondhand_lions/"
"Politiki Kouzina (A Touch of Spice)","Feature Film","Drama",108,"Unrated","Brainstorm Media",2003,10,24,2010,1,26,7.6,9216,"Rotten",31,"Upright",86,"no","no","no","no","no","no","Tassos Boulmetis","Georges Corraface","Ieroklis Michaelidis","Ieroklis Mihailidis","Renia Louizidou","Basak Koklukaya","http://www.imdb.com/title/tt0378897/","//www.rottentomatoes.com/m/politiki-kouzina-a-touch-of-spice/"
"Hellboy II: The Golden Army (Hellboy 2)","Feature Film","Action & Adventure",120,"PG-13","Universal Pictures",2008,6,28,2008,11,11,7,201787,"Certified Fresh",85,"Upright",71,"no","no","no","no","no","no","Guillermo del Toro","Ron Perlman","Selma Blair","Jeffrey Tambor","Luke Goss","John Alexander","http://www.imdb.com/title/tt0411477/","//www.rottentomatoes.com/m/hellboy_2_the_golden_army/"
"The Return of the Pink Panther","Feature Film","Mystery & Suspense",113,"G","United Artists",1975,5,21,2001,3,20,7.1,19000,"Fresh",89,"Upright",82,"no","no","no","no","no","no","Blake Edwards","Peter Sellers","Christopher Plummer","Catherine Schell","Herbert Lom","Peter Arne","http://www.imdb.com/title/tt0072081/","//www.rottentomatoes.com/m/return_of_the_pink_panther/"
"Love the Beast","Documentary","Documentary",92,"R","Madman Entertainment",2009,3,12,2010,7,13,7.5,1799,"Fresh",61,"Upright",72,"no","no","no","no","no","no","Eric Bana","Eric Bana","Jay Leno","Phil McGraw","Jeremy Clarkson","Barry Oliver","http://www.imdb.com/title/tt1284028/","//www.rottentomatoes.com/m/love_the_beast/"
"200 Cigarettes","Feature Film","Drama",101,"R","Paramount Pictures",1999,2,26,1999,8,31,5.9,12877,"Rotten",28,"Spilled",59,"no","no","no","no","no","no","Risa Bramon Garcia","Ben Affleck","Martha Plimpton","Paul Rudd","Janeane Garofalo","Courtney Love","http://www.imdb.com/title/tt0137338/","//www.rottentomatoes.com/m/200_cigarettes/"
"The Wild Geese","Feature Film","Drama",134,"R","Tango Entertainment",1978,11,11,2005,9,27,6.8,9025,"Fresh",60,"Upright",76,"no","no","no","no","no","no","Andrew V. McLaglen","Richard Burton","Richard Harris","Roger Moore","Hardy Kruger","Stewart Granger","http://www.imdb.com/title/tt0078492/","//www.rottentomatoes.com/m/wild_geese/"
"The Slumber Party Massacre","Feature Film","Horror",77,"R","New Concorde Home Entertainment",1982,11,12,2000,8,29,5.7,5985,"Rotten",36,"Spilled",45,"no","no","no","no","no","no","Amy Holden Jones","Michele Michaels","Robin Stille","Michael Villela","Andre Honore","Joe Dante","http://www.imdb.com/title/tt0084695/","//www.rottentomatoes.com/m/slumber_party_massacre/"
"Oliver & Company","Feature Film","Animation",74,"G",NA,1988,11,18,2002,5,14,6.7,30886,"Rotten",43,"Upright",63,"no","no","no","no","no","no","George Scribner","Joey Lawrence","Billy Joel","Cheech Marin","Bette Midler","Dom DeLuise","http://www.imdb.com/title/tt0095776/","//www.rottentomatoes.com/m/oliver_and_company/"
"No Mercy","Feature Film","Drama",106,"R","Sony Pictures Home Entertainment",1986,12,19,2001,3,6,5.6,4970,"Rotten",21,"Spilled",29,"no","no","no","no","no","no","Richard Pearce","Richard Gere","Kim Basinger","Jeroen Krabbe","George Dzundza","Gary Basaraba","http://www.imdb.com/title/tt0091637/","//www.rottentomatoes.com/m/1015199-no_mercy/"
"Imagining Argentina","Feature Film","Art House & International",107,"R","Arenas Entertainment",2004,6,11,2005,10,11,6.3,2732,"Rotten",33,"Upright",72,"no","no","no","yes","no","no","Christopher Hampton","Irene Escolar","Fernando Tielve","Hector Bordoni","Antonio Banderas","Emma Thompson","http://www.imdb.com/title/tt0314197/","//www.rottentomatoes.com/m/imagining_argentina/"
"Good Boy!","Feature Film","Comedy",87,"PG","MGM",2003,10,10,2004,3,2,5.1,3336,"Rotten",44,"Spilled",40,"no","no","no","no","no","no","John Robert Hoffman","Liam Aiken","Molly Shannon","Kevin Nealon","Brittany Moldowan","George Touliatos","http://www.imdb.com/title/tt0326900/","//www.rottentomatoes.com/m/1126165-good_boy/"
"Speed","Feature Film","Mystery & Suspense",116,"R","20th Century Fox",1994,6,10,1998,11,3,7.2,252661,"Certified Fresh",93,"Upright",76,"no","no","no","yes","no","no","Jan de Bont","Keanu Reeves","Dennis Hopper","Sandra Bullock","Joe Morton","Jeff Daniels","http://www.imdb.com/title/tt0111257/","//www.rottentomatoes.com/m/1052692-1052692-speed/"
"Me and You and Everyone We Know","Feature Film","Drama",91,"R","IFC Films",2005,6,24,2005,10,11,7.4,30641,"Certified Fresh",81,"Upright",84,"no","no","no","no","no","no","Miranda July","John Hawkes","Miranda July","Miles Thompson","Brandon Ratcliff","Carlie Westerman","http://www.imdb.com/title/tt0415978/","//www.rottentomatoes.com/m/me_and_you_and_everyone_we_know/"
"Henry: Portrait of a Serial Killer","Feature Film","Drama",83,"NC-17","GreyCat Films",1986,9,24,1998,11,17,7,22601,"Certified Fresh",86,"Upright",71,"no","no","no","no","no","no","John McNaughton","Michael Rooker","Tom Towles","Tracy Arnold","Tracey Arnold","Mary Demas","http://www.imdb.com/title/tt0099763/","//www.rottentomatoes.com/m/henry-portrait-of-a-serial-killer/"
"Someone to Watch over Me","Feature Film","Drama",106,"R","Sony Pictures Home Entertainment",1987,10,9,2001,8,28,6.1,7076,"Fresh",76,"Spilled",42,"no","no","no","no","no","no","Ridley Scott","Tom Berenger","Mimi Rogers","Lorraine Bracco","Jerry Orbach","John Rubinstein","http://www.imdb.com/title/tt0094008/","//www.rottentomatoes.com/m/someone_to_watch_over_me/"
"Grease","Feature Film","Other",110,"PG","Paramount Pictures",1978,6,1,2002,9,24,7.2,161601,"Certified Fresh",78,"Upright",88,"no","no","no","no","no","yes","Randal Kleiser","John Travolta","Olivia Newton-John","Stockard Channing","Jeff Conaway","Didi Conn","http://www.imdb.com/title/tt0077631/","//www.rottentomatoes.com/m/grease/"
"28 Days Later","Feature Film","Science Fiction & Fantasy",113,"R","Fox Searchlight Pictures",2003,6,27,2003,10,21,7.6,285328,"Certified Fresh",87,"Upright",85,"no","no","no","no","yes","no","Danny Boyle","Cillian Murphy","Naomie Harris","Brendan Gleeson","Megan Burns","Christopher Eccleston","http://www.imdb.com/title/tt0289043/","//www.rottentomatoes.com/m/28_days_later/"
"Normal","TV Movie","Drama",110,"Unrated","Bankside Films",2003,1,21,2003,10,7,7.3,2598,"Fresh",100,"Upright",75,"no","no","no","yes","no","no","Jane Anderson","Tom Wilkinson","Jessica Lange","Randall Arney","Hayden Panettiere","Joe Sikora","http://www.imdb.com/title/tt0338290/","//www.rottentomatoes.com/m/normal/"
"Winter's Bone","Feature Film","Drama",100,"R","Roadside Attractions",2010,6,11,2010,10,26,7.2,108598,"Certified Fresh",94,"Upright",76,"yes","no","no","yes","no","no","Debra Granik","Jennifer Lawrence","John Hawkes","Kevin Breznahan","Dale Dickey","Garret Dillahunt","http://www.imdb.com/title/tt1399683/","//www.rottentomatoes.com/m/10012136-winters_bone/"
"Your Sister's Sister","Feature Film","Drama",90,"R","IFC Films",2012,6,15,2012,11,6,6.7,20655,"Certified Fresh",83,"Upright",66,"no","no","no","no","no","no","Lynn Shelton","Emily Blunt","Rosemarie DeWitt","Mark Duplass","Mike Birbiglia","Mike Harring","http://www.imdb.com/title/tt1742336/","//www.rottentomatoes.com/m/your_sisters_sister/"
"Sleepover","Feature Film","Comedy",89,"PG","MGM",2004,7,9,2004,11,23,5.3,12322,"Rotten",15,"Spilled",55,"no","no","no","no","no","no","Joe Nussbaum","Alexa Vega","Mika Boorem","Jane Lynch","Sam Huntington","Kalli Flynn Childress","http://www.imdb.com/title/tt0368975/","//www.rottentomatoes.com/m/sleepover/"
"The Kingdom","Feature Film","Drama",110,"R","Universal Pictures",2007,9,28,2007,12,23,7.1,99192,"Rotten",51,"Upright",76,"no","no","yes","no","no","no","Peter Berg","Jamie Foxx","Chris Cooper","Jennifer Garner","Jason Bateman","Ashraf Barhom","http://www.imdb.com/title/tt0431197/","//www.rottentomatoes.com/m/the_kingdom/"
"House on Haunted Hill","Feature Film","Mystery & Suspense",93,"R","Warner Home Video",1999,10,29,2000,4,18,5.6,44257,"Rotten",28,"Spilled",42,"no","no","yes","no","no","no","William Malone","Geoffrey Rush","Famke Janssen","Taye Diggs","Peter Gallagher","Ali Larter","http://www.imdb.com/title/tt0185371/","//www.rottentomatoes.com/m/1093881-house_on_haunted_hill/"
"Patch Adams","Feature Film","Drama",115,"PG-13","Universal Studios",1998,12,25,1999,6,22,6.7,77762,"Rotten",22,"Upright",74,"no","no","yes","no","no","no","Tom Shadyac","Robin Williams","Daniel London","Monica Potter","Philip Seymour Hoffman","Bob Gunton","http://www.imdb.com/title/tt0129290/","//www.rottentomatoes.com/m/patch_adams/"
"Harry Potter and the Chamber of Secrets","Feature Film","Science Fiction & Fantasy",161,"PG","Warner Bros. Pictures",2002,11,15,2003,4,11,7.4,368799,"Certified Fresh",82,"Upright",79,"no","no","no","no","no","yes","Chris Columbus","Daniel Radcliffe","Emma Watson","Rupert Grint","Jason Isaacs","Alan Rickman","http://www.imdb.com/title/tt0295297/","//www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets/"
